workflow,input_id,control_type,label,semantic_role,detailed_explanation,check_before_running,common_mistake,output_connection,reviewer_note
Hmsc,hmsc_gelman_psrf,checkboxInput,Gelman PSRF,general workflow setting,Gelman PSRF modifies Hmsc workflow behaviour. Record it because GUI choices should be recoverable from used_config.yml and reproducible scripts.,Check that this setting is recorded in used_config.yml and that its meaning is documented in the report.,Common mistake: changing this setting without preserving it in the reproducible configuration.,Recorded in configuration and shown in reports when relevant.,"Hmsc: record the setting when it affects fitting, output or interpretation."
Hmsc,hmsc_initPar,selectInput,initPar,general workflow setting,initPar modifies Hmsc workflow behaviour. Record it because GUI choices should be recoverable from used_config.yml and reproducible scripts.,Check that this setting is recorded in used_config.yml and that its meaning is documented in the report.,Common mistake: changing this setting without preserving it in the reproducible configuration.,Recorded in configuration and shown in reports when relevant.,"Hmsc: record the setting when it affects fitting, output or interpretation."
Hmsc,hmsc_lat_col,textInput,Latitude / y column,general workflow setting,Latitude / y column modifies Hmsc workflow behaviour. Record it because GUI choices should be recoverable from used_config.yml and reproducible scripts.,Check that this setting is recorded in used_config.yml and that its meaning is documented in the report.,Common mistake: changing this setting without preserving it in the reproducible configuration.,Recorded in configuration and shown in reports when relevant.,"Hmsc: record the setting when it affects fitting, output or interpretation."
Hmsc,hmsc_lon_col,textInput,Longitude / x column,general workflow setting,Longitude / x column modifies Hmsc workflow behaviour. Record it because GUI choices should be recoverable from used_config.yml and reproducible scripts.,Check that this setting is recorded in used_config.yml and that its meaning is documented in the report.,Common mistake: changing this setting without preserving it in the reproducible configuration.,Recorded in configuration and shown in reports when relevant.,"Hmsc: record the setting when it affects fitting, output or interpretation."
Hmsc,hmsc_longlat,checkboxInput,longlat,general workflow setting,longlat modifies Hmsc workflow behaviour. Record it because GUI choices should be recoverable from used_config.yml and reproducible scripts.,Check that this setting is recorded in used_config.yml and that its meaning is documented in the report.,Common mistake: changing this setting without preserving it in the reproducible configuration.,Recorded in configuration and shown in reports when relevant.,"Hmsc: record the setting when it affects fitting, output or interpretation."
Hmsc,hmsc_maxOmega,synced_numeric_slider,maxOmega,random effect / spatial / latent structure,"maxOmega controls residual dependence, grouping, spatial covariance or latent factors. These parameters affect interpretation of associations and should not be treated as direct species interactions without caution.","Check grouping columns, coordinates, distance matrices, duplicated locations and whether the selected structure is identifiable for the data size.",Common mistake: interpreting residual association or latent factors as direct biological interaction.,"Recorded in used_config.yml and affects associations_long.csv, diagnostics, plots and model-specific random/spatial outputs.",Reviewer note: association parameters are engine-specific and should be labelled by scale and association_type.
Hmsc,hmsc_nChains,synced_numeric_slider,nChains,MCMC / optimization / prior control,"nChains controls computation rather than the ecological data itself. Quick values are for smoke tests; real inference needs longer runs, convergence checks and documented priors.","Check chains, burn-in/transient, thinning, seed, parallel settings and diagnostics; quick-test values are not publication settings.",Common mistake: reporting quick-test MCMC output as if it were a converged publication analysis.,"Recorded in used_config.yml, reproducible_script/ and diagnostics/session_info.txt; affects model objects and convergence tables.",Reviewer note: state whether settings are quick-test or inferential and report convergence diagnostics.
Hmsc,hmsc_nNeighbours,synced_numeric_slider,NNGP nNeighbours,random effect / spatial / latent structure,"NNGP nNeighbours controls residual dependence, grouping, spatial covariance or latent factors. These parameters affect interpretation of associations and should not be treated as direct species interactions without caution.","Check grouping columns, coordinates, distance matrices, duplicated locations and whether the selected structure is identifiable for the data size.",Common mistake: interpreting residual association or latent factors as direct biological interaction.,"Recorded in used_config.yml and affects associations_long.csv, diagnostics, plots and model-specific random/spatial outputs.",Reviewer note: association parameters are engine-specific and should be labelled by scale and association_type.
Hmsc,hmsc_nParallel,synced_numeric_slider,nParallel,MCMC / optimization / prior control,"nParallel controls computation rather than the ecological data itself. Quick values are for smoke tests; real inference needs longer runs, convergence checks and documented priors.","Check chains, burn-in/transient, thinning, seed, parallel settings and diagnostics; quick-test values are not publication settings.",Common mistake: reporting quick-test MCMC output as if it were a converged publication analysis.,"Recorded in used_config.yml, reproducible_script/ and diagnostics/session_info.txt; affects model objects and convergence tables.",Reviewer note: state whether settings are quick-test or inferential and report convergence diagnostics.
Hmsc,hmsc_ncRRR,synced_numeric_slider,ncRRR,general workflow setting,ncRRR modifies Hmsc workflow behaviour. Record it because GUI choices should be recoverable from used_config.yml and reproducible scripts.,Check that this setting is recorded in used_config.yml and that its meaning is documented in the report.,Common mistake: changing this setting without preserving it in the reproducible configuration.,Recorded in configuration and shown in reports when relevant.,"Hmsc: record the setting when it affects fitting, output or interpretation."
Hmsc,hmsc_nfMax,synced_numeric_slider,nfMax,general workflow setting,nfMax modifies Hmsc workflow behaviour. Record it because GUI choices should be recoverable from used_config.yml and reproducible scripts.,Check that this setting is recorded in used_config.yml and that its meaning is documented in the report.,Common mistake: changing this setting without preserving it in the reproducible configuration.,Recorded in configuration and shown in reports when relevant.,"Hmsc: record the setting when it affects fitting, output or interpretation."
Hmsc,hmsc_nfMin,synced_numeric_slider,nfMin,general workflow setting,nfMin modifies Hmsc workflow behaviour. Record it because GUI choices should be recoverable from used_config.yml and reproducible scripts.,Check that this setting is recorded in used_config.yml and that its meaning is documented in the report.,Common mistake: changing this setting without preserving it in the reproducible configuration.,Recorded in configuration and shown in reports when relevant.,"Hmsc: record the setting when it affects fitting, output or interpretation."
Hmsc,hmsc_nfolds,synced_numeric_slider,nfolds,diagnostics / prediction / output selection,"nfolds decides which fit, prediction, diagnostic or plotting artifacts are written. These outputs support review only when status files and standard tables are also present.","Check that the requested outputs are compatible with fitted status, response scale and available package functions.",Common mistake: comparing metrics produced on different response scales or validation folds.,"Controls diagnostics/, plots/, predictions/, results/, report/ and standard/*.csv artifacts.","Hmsc: record the setting when it affects fitting, output or interpretation."
Hmsc,hmsc_omega_order,selectInput,Omega order,random effect / spatial / latent structure,"Omega order controls residual dependence, grouping, spatial covariance or latent factors. These parameters affect interpretation of associations and should not be treated as direct species interactions without caution.","Check grouping columns, coordinates, distance matrices, duplicated locations and whether the selected structure is identifiable for the data size.",Common mistake: interpreting residual association or latent factors as direct biological interaction.,"Recorded in used_config.yml and affects associations_long.csv, diagnostics, plots and model-specific random/spatial outputs.",Reviewer note: association parameters are engine-specific and should be labelled by scale and association_type.
Hmsc,hmsc_omega_support,checkboxInput,Omega support,random effect / spatial / latent structure,"Omega support controls residual dependence, grouping, spatial covariance or latent factors. These parameters affect interpretation of associations and should not be treated as direct species interactions without caution.","Check grouping columns, coordinates, distance matrices, duplicated locations and whether the selected structure is identifiable for the data size.",Common mistake: interpreting residual association or latent factors as direct biological interaction.,"Recorded in used_config.yml and affects associations_long.csv, diagnostics, plots and model-specific random/spatial outputs.",Reviewer note: association parameters are engine-specific and should be labelled by scale and association_type.
Hmsc,hmsc_out_copy_inputs,checkboxInput,Copy input files,input data / auxiliary file,Copy input files is an auxiliary input for Hmsc. It must use the same site/species identifiers as the primary response and predictor files.,"Check dimensions, IDs, missing values, factor/numeric coercion and whether rows/columns match the response data before fitting.","Common mistake: uploading a table with an accidental ID column, mismatched row order or all-character numeric columns.",Copied to inputs/ and data/; summarized in diagnostics/data_check_messages.csv and standard/output_manifest.csv.,"Hmsc: record the setting when it affects fitting, output or interpretation."
Hmsc,hmsc_out_cv,checkboxInput,Cross-validation,diagnostics / prediction / output selection,"Cross-validation decides which fit, prediction, diagnostic or plotting artifacts are written. These outputs support review only when status files and standard tables are also present.","Check that the requested outputs are compatible with fitted status, response scale and available package functions.",Common mistake: comparing metrics produced on different response scales or validation folds.,"Controls diagnostics/, plots/, predictions/, results/, report/ and standard/*.csv artifacts.","Hmsc: record the setting when it affects fitting, output or interpretation."
Hmsc,hmsc_out_diag,checkboxInput,MCMC diagnostics,MCMC / optimization / prior control,"MCMC diagnostics controls computation rather than the ecological data itself. Quick values are for smoke tests; real inference needs longer runs, convergence checks and documented priors.","Check chains, burn-in/transient, thinning, seed, parallel settings and diagnostics; quick-test values are not publication settings.",Common mistake: reporting quick-test MCMC output as if it were a converged publication analysis.,"Recorded in used_config.yml, reproducible_script/ and diagnostics/session_info.txt; affects model objects and convergence tables.",Reviewer note: state whether settings are quick-test or inferential and report convergence diagnostics.
Hmsc,hmsc_out_fit,checkboxInput,evaluateModelFit,diagnostics / prediction / output selection,"evaluateModelFit decides which fit, prediction, diagnostic or plotting artifacts are written. These outputs support review only when status files and standard tables are also present.","Check that the requested outputs are compatible with fitted status, response scale and available package functions.",Common mistake: comparing metrics produced on different response scales or validation folds.,"Controls diagnostics/, plots/, predictions/, results/, report/ and standard/*.csv artifacts.","Hmsc: record the setting when it affects fitting, output or interpretation."
Hmsc,hmsc_out_gradients,checkboxInput,Environmental gradients,general workflow setting,Environmental gradients modifies Hmsc workflow behaviour. Record it because GUI choices should be recoverable from used_config.yml and reproducible scripts.,Check that this setting is recorded in used_config.yml and that its meaning is documented in the report.,Common mistake: changing this setting without preserving it in the reproducible configuration.,Recorded in configuration and shown in reports when relevant.,"Hmsc: record the setting when it affects fitting, output or interpretation."
Hmsc,hmsc_out_omega,checkboxInput,Associations / Omega,random effect / spatial / latent structure,"Associations / Omega controls residual dependence, grouping, spatial covariance or latent factors. These parameters affect interpretation of associations and should not be treated as direct species interactions without caution.","Check grouping columns, coordinates, distance matrices, duplicated locations and whether the selected structure is identifiable for the data size.",Common mistake: interpreting residual association or latent factors as direct biological interaction.,"Recorded in used_config.yml and affects associations_long.csv, diagnostics, plots and model-specific random/spatial outputs.",Reviewer note: association parameters are engine-specific and should be labelled by scale and association_type.
Hmsc,hmsc_out_params,checkboxInput,Parameter estimates,general workflow setting,Parameter estimates modifies Hmsc workflow behaviour. Record it because GUI choices should be recoverable from used_config.yml and reproducible scripts.,Check that this setting is recorded in used_config.yml and that its meaning is documented in the report.,Common mistake: changing this setting without preserving it in the reproducible configuration.,Recorded in configuration and shown in reports when relevant.,"Hmsc: record the setting when it affects fitting, output or interpretation."
Hmsc,hmsc_out_predicted,checkboxInput,computePredictedValues,general workflow setting,computePredictedValues modifies Hmsc workflow behaviour. Record it because GUI choices should be recoverable from used_config.yml and reproducible scripts.,Check that this setting is recorded in used_config.yml and that its meaning is documented in the report.,Common mistake: changing this setting without preserving it in the reproducible configuration.,Recorded in configuration and shown in reports when relevant.,"Hmsc: record the setting when it affects fitting, output or interpretation."
Hmsc,hmsc_out_vp,checkboxInput,Variance partitioning,diagnostics / prediction / output selection,"Variance partitioning decides which fit, prediction, diagnostic or plotting artifacts are written. These outputs support review only when status files and standard tables are also present.","Check that the requested outputs are compatible with fitted status, response scale and available package functions.",Common mistake: comparing metrics produced on different response scales or validation folds.,"Controls diagnostics/, plots/, predictions/, results/, report/ and standard/*.csv artifacts.","Hmsc: record the setting when it affects fitting, output or interpretation."
Hmsc,hmsc_out_waic,checkboxInput,computeWAIC,diagnostics / prediction / output selection,"computeWAIC decides which fit, prediction, diagnostic or plotting artifacts are written. These outputs support review only when status files and standard tables are also present.","Check that the requested outputs are compatible with fitted status, response scale and available package functions.",Common mistake: comparing metrics produced on different response scales or validation folds.,"Controls diagnostics/, plots/, predictions/, results/, report/ and standard/*.csv artifacts.","Hmsc: record the setting when it affects fitting, output or interpretation."
Hmsc,hmsc_partition_column,textInput,partition column,general workflow setting,partition column modifies Hmsc workflow behaviour. Record it because GUI choices should be recoverable from used_config.yml and reproducible scripts.,Check that this setting is recorded in used_config.yml and that its meaning is documented in the report.,Common mistake: changing this setting without preserving it in the reproducible configuration.,Recorded in configuration and shown in reports when relevant.,"Hmsc: record the setting when it affects fitting, output or interpretation."
Hmsc,hmsc_phylo_file,fileInput,phylogeny / taxonomy file,input data / phylogeny or taxonomy,phylogeny / taxonomy file links species through phylogeny or taxonomy. Tip labels/correlation-matrix names must match response column names exactly.,"Check dimensions, IDs, missing values, factor/numeric coercion and whether rows/columns match the response data before fitting.","Common mistake: uploading a table with an accidental ID column, mismatched row order or all-character numeric columns.",Copied to inputs/ and data/; summarized in diagnostics/data_check_messages.csv and standard/output_manifest.csv.,"Hmsc: record the setting when it affects fitting, output or interpretation."
Hmsc,hmsc_plotTree,checkboxInput,plotTree,input data / phylogeny or taxonomy,plotTree links species through phylogeny or taxonomy. Tip labels/correlation-matrix names must match response column names exactly.,"Check dimensions, IDs, missing values, factor/numeric coercion and whether rows/columns match the response data before fitting.","Common mistake: uploading a table with an accidental ID column, mismatched row order or all-character numeric columns.",Copied to inputs/ and data/; summarized in diagnostics/data_check_messages.csv and standard/output_manifest.csv.,"Hmsc: record the setting when it affects fitting, output or interpretation."
Hmsc,hmsc_plot_beta,checkboxInput,plotBeta,response family / likelihood,"plotBeta chooses how observations are linked to the latent ecological process. Binary, count, continuous, beta, ordinal and mixed-scale responses require different valid data ranges.","Check that response values satisfy the selected family: 0/1 for binary, non-negative integers for counts, continuous numeric values for Gaussian, valid bounded values for beta/ordinal settings.",Common mistake: allowing a model to run with a family that does not match the response scale.,"Recorded in used_config.yml and affects standard/run_summary.csv, fit_metrics.csv and predictions_long.csv.","Hmsc: record the setting when it affects fitting, output or interpretation."
Hmsc,hmsc_plot_gamma,checkboxInput,plotGamma,diagnostics / prediction / output selection,"plotGamma decides which fit, prediction, diagnostic or plotting artifacts are written. These outputs support review only when status files and standard tables are also present.","Check that the requested outputs are compatible with fitted status, response scale and available package functions.",Common mistake: comparing metrics produced on different response scales or validation folds.,"Controls diagnostics/, plots/, predictions/, results/, report/ and standard/*.csv artifacts.","Hmsc: record the setting when it affects fitting, output or interpretation."
Hmsc,hmsc_pool_chains,checkboxInput,pool_chains,MCMC / optimization / prior control,"pool_chains controls computation rather than the ecological data itself. Quick values are for smoke tests; real inference needs longer runs, convergence checks and documented priors.","Check chains, burn-in/transient, thinning, seed, parallel settings and diagnostics; quick-test values are not publication settings.",Common mistake: reporting quick-test MCMC output as if it were a converged publication analysis.,"Recorded in used_config.yml, reproducible_script/ and diagnostics/session_info.txt; affects model objects and convergence tables.",Reviewer note: state whether settings are quick-test or inferential and report convergence diagnostics.
Hmsc,hmsc_preset,selectInput,MCMC preset,MCMC / optimization / prior control,"MCMC preset controls computation rather than the ecological data itself. Quick values are for smoke tests; real inference needs longer runs, convergence checks and documented priors.","Check chains, burn-in/transient, thinning, seed, parallel settings and diagnostics; quick-test values are not publication settings.",Common mistake: reporting quick-test MCMC output as if it were a converged publication analysis.,"Recorded in used_config.yml, reproducible_script/ and diagnostics/session_info.txt; affects model objects and convergence tables.",Reviewer note: state whether settings are quick-test or inferential and report convergence diagnostics.
Hmsc,hmsc_ranLevelsUsed,textInput,ranLevelsUsed,general workflow setting,ranLevelsUsed modifies Hmsc workflow behaviour. Record it because GUI choices should be recoverable from used_config.yml and reproducible scripts.,Check that this setting is recorded in used_config.yml and that its meaning is documented in the report.,Common mistake: changing this setting without preserving it in the reproducible configuration.,Recorded in configuration and shown in reports when relevant.,"Hmsc: record the setting when it affects fitting, output or interpretation."
Hmsc,hmsc_random_N,synced_numeric_slider,N for N-only level,random effect / spatial / latent structure,"N for N-only level controls residual dependence, grouping, spatial covariance or latent factors. These parameters affect interpretation of associations and should not be treated as direct species interactions without caution.","Check grouping columns, coordinates, distance matrices, duplicated locations and whether the selected structure is identifiable for the data size.",Common mistake: interpreting residual association or latent factors as direct biological interaction.,"Recorded in used_config.yml and affects associations_long.csv, diagnostics, plots and model-specific random/spatial outputs.",Reviewer note: association parameters are engine-specific and should be labelled by scale and association_type.
Hmsc,hmsc_random_effect_column,textInput,Grouping column in studyDesign.csv,input data / auxiliary file,Grouping column in studyDesign.csv is an auxiliary input for Hmsc. It must use the same site/species identifiers as the primary response and predictor files.,"Check dimensions, IDs, missing values, factor/numeric coercion and whether rows/columns match the response data before fitting.","Common mistake: uploading a table with an accidental ID column, mismatched row order or all-character numeric columns.",Copied to inputs/ and data/; summarized in diagnostics/data_check_messages.csv and standard/output_manifest.csv.,"Hmsc: record the setting when it affects fitting, output or interpretation."
Hmsc,hmsc_random_level_type,selectInput,Advanced HmscRandomLevel type,random effect / spatial / latent structure,"Advanced HmscRandomLevel type controls residual dependence, grouping, spatial covariance or latent factors. These parameters affect interpretation of associations and should not be treated as direct species interactions without caution.","Check grouping columns, coordinates, distance matrices, duplicated locations and whether the selected structure is identifiable for the data size.",Common mistake: interpreting residual association or latent factors as direct biological interaction.,"Recorded in used_config.yml and affects associations_long.csv, diagnostics, plots and model-specific random/spatial outputs.",Reviewer note: association parameters are engine-specific and should be labelled by scale and association_type.
Hmsc,hmsc_random_mode,selectInput,Step 1 - Random level design,random effect / spatial / latent structure,"Step 1 - Random level design controls residual dependence, grouping, spatial covariance or latent factors. These parameters affect interpretation of associations and should not be treated as direct species interactions without caution.","Check grouping columns, coordinates, distance matrices, duplicated locations and whether the selected structure is identifiable for the data size.",Common mistake: interpreting residual association or latent factors as direct biological interaction.,"Recorded in used_config.yml and affects associations_long.csv, diagnostics, plots and model-specific random/spatial outputs.",Reviewer note: association parameters are engine-specific and should be labelled by scale and association_type.
Hmsc,hmsc_real_fit,checkboxInput,Run real HMSC S1-S7 results workflow,diagnostics / prediction / output selection,"Run real HMSC S1-S7 results workflow decides which fit, prediction, diagnostic or plotting artifacts are written. These outputs support review only when status files and standard tables are also present.","Check that the requested outputs are compatible with fitted status, response scale and available package functions.",Common mistake: comparing metrics produced on different response scales or validation folds.,"Controls diagnostics/, plots/, predictions/, results/, report/ and standard/*.csv artifacts.","Hmsc: record the setting when it affects fitting, output or interpretation."
Hmsc,hmsc_run,actionButton,Run HMSC workflow,workflow action / reproducibility output,"Run HMSC workflow triggers checking, fitting, comparison or export. It should leave a clear status, diagnostics and real downloadable files rather than silent or empty placeholders.","Check that the action writes engine_status.json, standard tables, reports, scripts and a non-empty ZIP when applicable.","Common mistake: accepting Completed, empty ZIP or missing diagnostics as a successful run.","Controls workflow status, output folder creation, downloadable ZIPs and reports.","Hmsc: record the setting when it affects fitting, output or interpretation."
Hmsc,hmsc_sKnot_file,textInput,sKnot / knots file name,input data / auxiliary file,sKnot / knots file name is an auxiliary input for Hmsc. It must use the same site/species identifiers as the primary response and predictor files.,"Check dimensions, IDs, missing values, factor/numeric coercion and whether rows/columns match the response data before fitting.","Common mistake: uploading a table with an accidental ID column, mismatched row order or all-character numeric columns.",Copied to inputs/ and data/; summarized in diagnostics/data_check_messages.csv and standard/output_manifest.csv.,"Hmsc: record the setting when it affects fitting, output or interpretation."
Hmsc,hmsc_sMethod,selectInput,Advanced sMethod,general workflow setting,Advanced sMethod modifies Hmsc workflow behaviour. Record it because GUI choices should be recoverable from used_config.yml and reproducible scripts.,Check that this setting is recorded in used_config.yml and that its meaning is documented in the report.,Common mistake: changing this setting without preserving it in the reproducible configuration.,Recorded in configuration and shown in reports when relevant.,"Hmsc: record the setting when it affects fitting, output or interpretation."
Hmsc,hmsc_sample_prior,checkboxInput,sample_prior,MCMC / optimization / prior control,"sample_prior controls computation rather than the ecological data itself. Quick values are for smoke tests; real inference needs longer runs, convergence checks and documented priors.","Check chains, burn-in/transient, thinning, seed, parallel settings and diagnostics; quick-test values are not publication settings.",Common mistake: reporting quick-test MCMC output as if it were a converged publication analysis.,"Recorded in used_config.yml, reproducible_script/ and diagnostics/session_info.txt; affects model objects and convergence tables.",Reviewer note: state whether settings are quick-test or inferential and report convergence diagnostics.
Hmsc,hmsc_samples,synced_numeric_slider,samples,MCMC / optimization / prior control,"samples controls computation rather than the ecological data itself. Quick values are for smoke tests; real inference needs longer runs, convergence checks and documented priors.","Check chains, burn-in/transient, thinning, seed, parallel settings and diagnostics; quick-test values are not publication settings.",Common mistake: reporting quick-test MCMC output as if it were a converged publication analysis.,"Recorded in used_config.yml, reproducible_script/ and diagnostics/session_info.txt; affects model objects and convergence tables.",Reviewer note: state whether settings are quick-test or inferential and report convergence diagnostics.
Hmsc,hmsc_save_model,checkboxInput,Save model object,general workflow setting,Save model object modifies Hmsc workflow behaviour. Record it because GUI choices should be recoverable from used_config.yml and reproducible scripts.,Check that this setting is recorded in used_config.yml and that its meaning is documented in the report.,Common mistake: changing this setting without preserving it in the reproducible configuration.,Recorded in configuration and shown in reports when relevant.,"Hmsc: record the setting when it affects fitting, output or interpretation."
Hmsc,hmsc_seed,synced_numeric_slider,seed,MCMC / optimization / prior control,"seed controls computation rather than the ecological data itself. Quick values are for smoke tests; real inference needs longer runs, convergence checks and documented priors.","Check chains, burn-in/transient, thinning, seed, parallel settings and diagnostics; quick-test values are not publication settings.",Common mistake: reporting quick-test MCMC output as if it were a converged publication analysis.,"Recorded in used_config.yml, reproducible_script/ and diagnostics/session_info.txt; affects model objects and convergence tables.",Reviewer note: state whether settings are quick-test or inferential and report convergence diagnostics.
Hmsc,hmsc_show_sp_names_beta,checkboxInput,Show species names in Beta plots,response family / likelihood,"Show species names in Beta plots chooses how observations are linked to the latent ecological process. Binary, count, continuous, beta, ordinal and mixed-scale responses require different valid data ranges.","Check that response values satisfy the selected family: 0/1 for binary, non-negative integers for counts, continuous numeric values for Gaussian, valid bounded values for beta/ordinal settings.",Common mistake: allowing a model to run with a family that does not match the response scale.,"Recorded in used_config.yml and affects standard/run_summary.csv, fit_metrics.csv and predictions_long.csv.","Hmsc: record the setting when it affects fitting, output or interpretation."
Hmsc,hmsc_show_sp_names_omega,checkboxInput,Show species names in Omega,random effect / spatial / latent structure,"Show species names in Omega controls residual dependence, grouping, spatial covariance or latent factors. These parameters affect interpretation of associations and should not be treated as direct species interactions without caution.","Check grouping columns, coordinates, distance matrices, duplicated locations and whether the selected structure is identifiable for the data size.",Common mistake: interpreting residual association or latent factors as direct biological interaction.,"Recorded in used_config.yml and affects associations_long.csv, diagnostics, plots and model-specific random/spatial outputs.",Reviewer note: association parameters are engine-specific and should be labelled by scale and association_type.
Hmsc,hmsc_spatial_method,selectInput,Legacy spatial method override,random effect / spatial / latent structure,"Legacy spatial method override controls residual dependence, grouping, spatial covariance or latent factors. These parameters affect interpretation of associations and should not be treated as direct species interactions without caution.","Check grouping columns, coordinates, distance matrices, duplicated locations and whether the selected structure is identifiable for the data size.",Common mistake: interpreting residual association or latent factors as direct biological interaction.,"Recorded in used_config.yml and affects associations_long.csv, diagnostics, plots and model-specific random/spatial outputs.",Reviewer note: association parameters are engine-specific and should be labelled by scale and association_type.
Hmsc,hmsc_species_list,textInput,species.list,project metadata / guidance,species.list records the scientific context and helps recommendation logic. It guides interpretation but does not replace formal data checks or model diagnostics.,Check that this setting is recorded in used_config.yml and that its meaning is documented in the report.,Common mistake: changing this setting without preserving it in the reproducible configuration.,Recorded in configuration and shown in reports when relevant.,"Hmsc: record the setting when it affects fitting, output or interpretation."
Hmsc,hmsc_study_file,fileInput,studyDesign.csv  - grouping / random-effect design,input data / auxiliary file,studyDesign.csv  - grouping / random-effect design is an auxiliary input for Hmsc. It must use the same site/species identifiers as the primary response and predictor files.,"Check dimensions, IDs, missing values, factor/numeric coercion and whether rows/columns match the response data before fitting.","Common mistake: uploading a table with an accidental ID column, mismatched row order or all-character numeric columns.",Copied to inputs/ and data/; summarized in diagnostics/data_check_messages.csv and standard/output_manifest.csv.,"Hmsc: record the setting when it affects fitting, output or interpretation."
Hmsc,hmsc_thin,synced_numeric_slider,thin,MCMC / optimization / prior control,"thin controls computation rather than the ecological data itself. Quick values are for smoke tests; real inference needs longer runs, convergence checks and documented priors.","Check chains, burn-in/transient, thinning, seed, parallel settings and diagnostics; quick-test values are not publication settings.",Common mistake: reporting quick-test MCMC output as if it were a converged publication analysis.,"Recorded in used_config.yml, reproducible_script/ and diagnostics/session_info.txt; affects model objects and convergence tables.",Reviewer note: state whether settings are quick-test or inferential and report convergence diagnostics.
Hmsc,hmsc_trait_list,textInput,trait.list,general workflow setting,trait.list modifies Hmsc workflow behaviour. Record it because GUI choices should be recoverable from used_config.yml and reproducible scripts.,Check that this setting is recorded in used_config.yml and that its meaning is documented in the report.,Common mistake: changing this setting without preserving it in the reproducible configuration.,Recorded in configuration and shown in reports when relevant.,"Hmsc: record the setting when it affects fitting, output or interpretation."
Hmsc,hmsc_transient,synced_numeric_slider,transient,MCMC / optimization / prior control,"transient controls computation rather than the ecological data itself. Quick values are for smoke tests; real inference needs longer runs, convergence checks and documented priors.","Check chains, burn-in/transient, thinning, seed, parallel settings and diagnostics; quick-test values are not publication settings.",Common mistake: reporting quick-test MCMC output as if it were a converged publication analysis.,"Recorded in used_config.yml, reproducible_script/ and diagnostics/session_info.txt; affects model objects and convergence tables.",Reviewer note: state whether settings are quick-test or inferential and report convergence diagnostics.
Hmsc,hmsc_truncateNumberOfFactors,checkboxInput,truncateNumberOfFactors,random effect / spatial / latent structure,"truncateNumberOfFactors controls residual dependence, grouping, spatial covariance or latent factors. These parameters affect interpretation of associations and should not be treated as direct species interactions without caution.","Check grouping columns, coordinates, distance matrices, duplicated locations and whether the selected structure is identifiable for the data size.",Common mistake: interpreting residual association or latent factors as direct biological interaction.,"Recorded in used_config.yml and affects associations_long.csv, diagnostics, plots and model-specific random/spatial outputs.",Reviewer note: association parameters are engine-specific and should be labelled by scale and association_type.
Hmsc,hmsc_units_column,textInput,Advanced units column mirror,general workflow setting,Advanced units column mirror modifies Hmsc workflow behaviour. Record it because GUI choices should be recoverable from used_config.yml and reproducible scripts.,Check that this setting is recorded in used_config.yml and that its meaning is documented in the report.,Common mistake: changing this setting without preserving it in the reproducible configuration.,Recorded in configuration and shown in reports when relevant.,"Hmsc: record the setting when it affects fitting, output or interpretation."
Hmsc,hmsc_updater_Beta,checkboxInput,updater$Beta,response family / likelihood,"updater$Beta chooses how observations are linked to the latent ecological process. Binary, count, continuous, beta, ordinal and mixed-scale responses require different valid data ranges.","Check that response values satisfy the selected family: 0/1 for binary, non-negative integers for counts, continuous numeric values for Gaussian, valid bounded values for beta/ordinal settings.",Common mistake: allowing a model to run with a family that does not match the response scale.,"Recorded in used_config.yml and affects standard/run_summary.csv, fit_metrics.csv and predictions_long.csv.","Hmsc: record the setting when it affects fitting, output or interpretation."
Hmsc,hmsc_updater_Gamma,checkboxInput,updater$Gamma,MCMC / optimization / prior control,"updater$Gamma controls computation rather than the ecological data itself. Quick values are for smoke tests; real inference needs longer runs, convergence checks and documented priors.","Check chains, burn-in/transient, thinning, seed, parallel settings and diagnostics; quick-test values are not publication settings.",Common mistake: reporting quick-test MCMC output as if it were a converged publication analysis.,"Recorded in used_config.yml, reproducible_script/ and diagnostics/session_info.txt; affects model objects and convergence tables.",Reviewer note: state whether settings are quick-test or inferential and report convergence diagnostics.
Hmsc,hmsc_updater_GammaEta,checkboxInput,updater$GammaEta,MCMC / optimization / prior control,"updater$GammaEta controls computation rather than the ecological data itself. Quick values are for smoke tests; real inference needs longer runs, convergence checks and documented priors.","Check chains, burn-in/transient, thinning, seed, parallel settings and diagnostics; quick-test values are not publication settings.",Common mistake: reporting quick-test MCMC output as if it were a converged publication analysis.,"Recorded in used_config.yml, reproducible_script/ and diagnostics/session_info.txt; affects model objects and convergence tables.",Reviewer note: state whether settings are quick-test or inferential and report convergence diagnostics.
Hmsc,hmsc_updater_Omega,checkboxInput,updater$Omega,random effect / spatial / latent structure,"updater$Omega controls residual dependence, grouping, spatial covariance or latent factors. These parameters affect interpretation of associations and should not be treated as direct species interactions without caution.","Check grouping columns, coordinates, distance matrices, duplicated locations and whether the selected structure is identifiable for the data size.",Common mistake: interpreting residual association or latent factors as direct biological interaction.,"Recorded in used_config.yml and affects associations_long.csv, diagnostics, plots and model-specific random/spatial outputs.",Reviewer note: association parameters are engine-specific and should be labelled by scale and association_type.
